variable;unit;piam_variable;piam_unit;piam_factor;weight;comment;source
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Eggs|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FNRM.OFD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crop residues;Mt DM/yr;1000;NULL;;M
FNRM.CRP;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops;Mt DM/yr;1000;NULL;;M
FNRM.FSH;1000 t dm;Demand|Feed|Feed for Monogastric meat|Fish;Mt DM/yr;1000;NULL;;M
FNRM.OFD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Forage;Mt DM/yr;1000;NULL;;M
FNRM.GRS;1000 t dm;Demand|Feed|Feed for Monogastric meat|Pasture;Mt DM/yr;1000;NULL;;M
FNRM.CRP;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FNRM.RIC;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FNRM.WHT;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FNRM.PFB;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
FNRM.VFN;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FNRM.WHT;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
FNRM.PFB;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Monogastric meat|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FNRM.OFD;1000 t dm;Demand|Feed|Feed for Poultry meat|Crop residues;Mt DM/yr;1000;NULL;;M
FNRM.CRP;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops;Mt DM/yr;1000;NULL;;M
FNRM.FSH;1000 t dm;Demand|Feed|Feed for Poultry meat|Fish;Mt DM/yr;1000;NULL;;M
FNRM.OFD;1000 t dm;Demand|Feed|Feed for Poultry meat|Forage;Mt DM/yr;1000;NULL;;M
FNRM.GRS;1000 t dm;Demand|Feed|Feed for Poultry meat|Pasture;Mt DM/yr;1000;NULL;;M
FNRM.CRP;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FNRM.RIC;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FNRM.WHT;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FNRM.PFB;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
FNRM.VFN;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
FNRM.OCR;1000 t dm;Demand|Feed|Feed for Poultry meat|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FNRM.WHT;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
FNRM.PFB;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
FNRM.CGR;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
FNRM.OSD;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FNRM.SGC;1000 t dm;Demand|Feed|Feed for Poultry meat|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FRUM.OFD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crop residues;Mt DM/yr;1000;NULL;;M
FRUM.CRP;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops;Mt DM/yr;1000;NULL;;M
FRUM.FSH;1000 t dm;Demand|Feed|Feed for Ruminant meat|Fish;Mt DM/yr;1000;NULL;;M
FRUM.OFD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Forage;Mt DM/yr;1000;NULL;;M
FRUM.GRS;1000 t dm;Demand|Feed|Feed for Ruminant meat|Pasture;Mt DM/yr;1000;NULL;;M
FRUM.CRP;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products;Mt DM/yr;1000;NULL;;M
FRUM.SGC;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FRUM.CGR;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FRUM.RIC;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FRUM.WHT;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FRUM.CGR;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FRUM.PFB;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FRUM.OSD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
FRUM.OSD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
FRUM.OSD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
FRUM.OSD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
FRUM.OSD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
FRUM.VFN;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
FRUM.OCR;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
FRUM.OCR;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
FRUM.OCR;1000 t dm;Demand|Feed|Feed for Ruminant meat|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FRUM.WHT;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
FRUM.CGR;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
FRUM.PFB;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
FRUM.CGR;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
FRUM.SGC;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
FRUM.SGC;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
FRUM.SGC;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
FRUM.OSD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
FRUM.OSD;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FRUM.SGC;1000 t dm;Demand|Feed|Feed for Ruminant meat|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Feed|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
FEED.WHT;1000 t dm;Demand|Feed|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Feed|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
FEED.CGR;1000 t dm;Demand|Feed|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Feed|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
FEED.PFB;1000 t dm;Demand|Feed|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Feed|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
FEED.CGR;1000 t dm;Demand|Feed|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Feed|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
FEED.SGC;1000 t dm;Demand|Feed|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Feed|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
FEED.SGC;1000 t dm;Demand|Feed|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Feed|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
FEED.SGC;1000 t dm;Demand|Feed|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Feed|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
FEED.OSD;1000 t dm;Demand|Feed|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Feed|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FEED.OSD;1000 t dm;Demand|Feed|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Feed|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FEED.SGC;1000 t dm;Demand|Feed|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Food|Crops;Mt DM/yr;1000;NULL;;M
FOOD.CRP;1000 t dm;Demand|Food|Crops;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Food|Fish;Mt DM/yr;-1000;NULL;;M
CONS.FSH;1000 t dm;Demand|Food|Fish;Mt DM/yr;1000;NULL;;M
FOOD.AGR;1000 t dm;Demand|Food|Fish;Mt DM/yr;-1000;NULL;;M
FOOD.FSH;1000 t dm;Demand|Food|Fish;Mt DM/yr;1000;NULL;;M
CONS.LSP;1000 t dm;Demand|Food|Livestock products;Mt DM/yr;1000;NULL;;M
FOOD.LSP;1000 t dm;Demand|Food|Livestock products;Mt DM/yr;1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Food|Secondary products;Mt DM/yr;1000;NULL;;M
FOOD.CRP;1000 t dm;Demand|Food|Secondary products;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Food|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
FOOD.SGC;1000 t dm;Demand|Food|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Food|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
FOOD.CGR;1000 t dm;Demand|Food|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
CONS.RIC;1000 t dm;Demand|Food|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
FOOD.RIC;1000 t dm;Demand|Food|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Food|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
FOOD.WHT;1000 t dm;Demand|Food|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Food|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
FOOD.CGR;1000 t dm;Demand|Food|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Food|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
FOOD.PFB;1000 t dm;Demand|Food|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
FOOD.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
FOOD.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
FOOD.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
FOOD.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
FOOD.OSD;1000 t dm;Demand|Food|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
CONS.VFN;1000 t dm;Demand|Food|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
FOOD.VFN;1000 t dm;Demand|Food|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Food|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
FOOD.OCR;1000 t dm;Demand|Food|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Food|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
FOOD.OCR;1000 t dm;Demand|Food|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Food|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
FOOD.OCR;1000 t dm;Demand|Food|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
CONS.DRY;1000 t dm;Demand|Food|Livestock products|Dairy;Mt DM/yr;1000;NULL;;M
FOOD.DRY;1000 t dm;Demand|Food|Livestock products|Dairy;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Food|Livestock products|Eggs;Mt DM/yr;1000;NULL;;M
FOOD.NRM;1000 t dm;Demand|Food|Livestock products|Eggs;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Food|Livestock products|Monogastric meat;Mt DM/yr;1000;NULL;;M
FOOD.NRM;1000 t dm;Demand|Food|Livestock products|Monogastric meat;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Food|Livestock products|Poultry meat;Mt DM/yr;1000;NULL;;M
FOOD.NRM;1000 t dm;Demand|Food|Livestock products|Poultry meat;Mt DM/yr;1000;NULL;;M
CONS.RUM;1000 t dm;Demand|Food|Livestock products|Ruminant meat;Mt DM/yr;1000;NULL;;M
FOOD.RUM;1000 t dm;Demand|Food|Livestock products|Ruminant meat;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Food|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
FOOD.WHT;1000 t dm;Demand|Food|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Food|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
FOOD.CGR;1000 t dm;Demand|Food|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Food|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
FOOD.PFB;1000 t dm;Demand|Food|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Food|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
FOOD.CGR;1000 t dm;Demand|Food|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Food|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
FOOD.SGC;1000 t dm;Demand|Food|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Food|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
FOOD.SGC;1000 t dm;Demand|Food|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Food|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
FOOD.SGC;1000 t dm;Demand|Food|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Food|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
FOOD.OSD;1000 t dm;Demand|Food|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Food|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
FOOD.OSD;1000 t dm;Demand|Food|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Food|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
FOOD.SGC;1000 t dm;Demand|Food|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Material|Crop residues;Mt DM/yr;-1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Material|Crop residues;Mt DM/yr;-1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Material|Crops;Mt DM/yr;1000;NULL;;M
OTHU.CRP;1000 t dm;Demand|Material|Crops;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Material|Fish;Mt DM/yr;-1000;NULL;;M
CONS.FSH;1000 t dm;Demand|Material|Fish;Mt DM/yr;1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Material|Fish;Mt DM/yr;-1000;NULL;;M
OTHU.FSH;1000 t dm;Demand|Material|Fish;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Material|Forest products;Mt DM/yr;-1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Material|Forest products;Mt DM/yr;-1000;NULL;;M
CONS.LSP;1000 t dm;Demand|Material|Livestock products;Mt DM/yr;1000;NULL;;M
OTHU.LSP;1000 t dm;Demand|Material|Livestock products;Mt DM/yr;1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Material|Secondary products;Mt DM/yr;1000;NULL;;M
OTHU.CRP;1000 t dm;Demand|Material|Secondary products;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Material|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Material|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Material|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Material|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
CONS.RIC;1000 t dm;Demand|Material|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
OTHU.RIC;1000 t dm;Demand|Material|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Material|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
OTHU.WHT;1000 t dm;Demand|Material|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Material|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
