variable;unit;piam_variable;piam_unit;piam_factor;weight;comment;source
OTHU.CGR;1000 t dm;Demand|Material|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Material|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
OTHU.PFB;1000 t dm;Demand|Material|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Material|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
CONS.VFN;1000 t dm;Demand|Material|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
OTHU.VFN;1000 t dm;Demand|Material|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Material|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Material|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Material|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Material|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Material|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Material|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
CONS.DRY;1000 t dm;Demand|Material|Livestock products|Dairy;Mt DM/yr;1000;NULL;;M
OTHU.DRY;1000 t dm;Demand|Material|Livestock products|Dairy;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Material|Livestock products|Eggs;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Material|Livestock products|Eggs;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Material|Livestock products|Monogastric meat;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Material|Livestock products|Monogastric meat;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Material|Livestock products|Poultry meat;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Material|Livestock products|Poultry meat;Mt DM/yr;1000;NULL;;M
CONS.RUM;1000 t dm;Demand|Material|Livestock products|Ruminant meat;Mt DM/yr;1000;NULL;;M
OTHU.RUM;1000 t dm;Demand|Material|Livestock products|Ruminant meat;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Material|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
OTHU.WHT;1000 t dm;Demand|Material|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Material|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Material|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Material|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
OTHU.PFB;1000 t dm;Demand|Material|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Material|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Material|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Material|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Material|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Material|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Material|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Material|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Material|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Material|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Material|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Material|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Material|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Material|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Material|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Seed|Crop residues;Mt DM/yr;-1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Seed|Crop residues;Mt DM/yr;-1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Seed|Crops;Mt DM/yr;1000;NULL;;M
OTHU.CRP;1000 t dm;Demand|Seed|Crops;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Seed|Fish;Mt DM/yr;-1000;NULL;;M
CONS.FSH;1000 t dm;Demand|Seed|Fish;Mt DM/yr;1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Seed|Fish;Mt DM/yr;-1000;NULL;;M
OTHU.FSH;1000 t dm;Demand|Seed|Fish;Mt DM/yr;1000;NULL;;M
CONS.AGR;1000 t dm;Demand|Seed|Forest products;Mt DM/yr;-1000;NULL;;M
OTHU.AGR;1000 t dm;Demand|Seed|Forest products;Mt DM/yr;-1000;NULL;;M
CONS.LSP;1000 t dm;Demand|Seed|Livestock products;Mt DM/yr;1000;NULL;;M
OTHU.LSP;1000 t dm;Demand|Seed|Livestock products;Mt DM/yr;1000;NULL;;M
CONS.CRP;1000 t dm;Demand|Seed|Secondary products;Mt DM/yr;1000;NULL;;M
OTHU.CRP;1000 t dm;Demand|Seed|Secondary products;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Seed|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Seed|Crops|Sugar crops;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Seed|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Seed|Crops|Cereals|Maize;Mt DM/yr;1000;NULL;;M
CONS.RIC;1000 t dm;Demand|Seed|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
OTHU.RIC;1000 t dm;Demand|Seed|Crops|Cereals|Rice;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Seed|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
OTHU.WHT;1000 t dm;Demand|Seed|Crops|Cereals|Temperate cereals;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Seed|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Seed|Crops|Cereals|Tropical cereals;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Seed|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
OTHU.PFB;1000 t dm;Demand|Seed|Crops|Oil crops|Cotton seed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Groundnuts;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Oilpalms;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Other oil crops incl rapeseed;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Soybean;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Seed|Crops|Oil crops|Sunflower;Mt DM/yr;1000;NULL;;M
CONS.VFN;1000 t dm;Demand|Seed|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
OTHU.VFN;1000 t dm;Demand|Seed|Crops|Other crops|Fruits Vegetables Nuts;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Seed|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Seed|Crops|Other crops|Potatoes;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Seed|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Seed|Crops|Other crops|Pulses;Mt DM/yr;1000;NULL;;M
CONS.OCR;1000 t dm;Demand|Seed|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
OTHU.OCR;1000 t dm;Demand|Seed|Crops|Other crops|Tropical roots;Mt DM/yr;1000;NULL;;M
CONS.DRY;1000 t dm;Demand|Seed|Livestock products|Dairy;Mt DM/yr;1000;NULL;;M
OTHU.DRY;1000 t dm;Demand|Seed|Livestock products|Dairy;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Seed|Livestock products|Eggs;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Seed|Livestock products|Eggs;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Seed|Livestock products|Monogastric meat;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Seed|Livestock products|Monogastric meat;Mt DM/yr;1000;NULL;;M
CONS.NRM;1000 t dm;Demand|Seed|Livestock products|Poultry meat;Mt DM/yr;1000;NULL;;M
OTHU.NRM;1000 t dm;Demand|Seed|Livestock products|Poultry meat;Mt DM/yr;1000;NULL;;M
CONS.RUM;1000 t dm;Demand|Seed|Livestock products|Ruminant meat;Mt DM/yr;1000;NULL;;M
OTHU.RUM;1000 t dm;Demand|Seed|Livestock products|Ruminant meat;Mt DM/yr;1000;NULL;;M
CONS.WHT;1000 t dm;Demand|Seed|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
OTHU.WHT;1000 t dm;Demand|Seed|Secondary products|Alcoholic beverages;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Seed|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Seed|Secondary products|Brans;Mt DM/yr;1000;NULL;;M
CONS.PFB;1000 t dm;Demand|Seed|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
OTHU.PFB;1000 t dm;Demand|Seed|Secondary products|Cotton lint;Mt DM/yr;1000;NULL;;M
CONS.CGR;1000 t dm;Demand|Seed|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
OTHU.CGR;1000 t dm;Demand|Seed|Secondary products|Distillers grains;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Seed|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Seed|Secondary products|Ethanol;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Seed|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Seed|Secondary products|Microbial protein;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Seed|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Seed|Secondary products|Molasses;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Seed|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Seed|Secondary products|Oilcakes;Mt DM/yr;1000;NULL;;M
CONS.OSD;1000 t dm;Demand|Seed|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
OTHU.OSD;1000 t dm;Demand|Seed|Secondary products|Oils;Mt DM/yr;1000;NULL;;M
CONS.SGC;1000 t dm;Demand|Seed|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
OTHU.SGC;1000 t dm;Demand|Seed|Secondary products|Sugar;Mt DM/yr;1000;NULL;;M
ECH4.AGR;MtCO2e;Emissions|CH4_GWP100AR6|Land|Agriculture;Mt CO2e/yr;1;NULL;;M
ECH4.TOT;MtCO2e;Emissions|CH4_GWP100AR6|Land|Agriculture;Mt CO2e/yr;1;NULL;;M
ECH4.MMG;MtCO2e;Emissions|CH4_GWP100AR6|Land|Agriculture|Animal waste management;Mt CO2e/yr;1;NULL;;M
ECH4.ENT;MtCO2e;Emissions|CH4_GWP100AR6|Land|Agriculture|Enteric fermentation;Mt CO2e/yr;1;NULL;;M
ECH4.RCC;MtCO2e;Emissions|CH4_GWP100AR6|Land|Agriculture|Rice;Mt CO2e/yr;1;NULL;;M
ECH4.RIC;MtCO2e;Emissions|CH4_GWP100AR6|Land|Agriculture|Rice;Mt CO2e/yr;1;NULL;;M
ECO2.TOT;MtCO2;Emissions|CO2|Land|Land-use Change;Mt CO2/yr;1;NULL;;M
EMIS.TOT;MtCO2e;Emissions|GWP100AR6|Land;Gt CO2e/yr;1000;NULL;;M
EN2O.AGR;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture;Mt CO2e/yr;1;NULL;;M
EN2O.TOT;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture;Mt CO2e/yr;1;NULL;;M
EN2O.MAS;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Agricultural Soils;Mt CO2e/yr;1;NULL;;M
EN2O.MMG;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Animal Waste Management;Mt CO2e/yr;1;NULL;;M
EN2O.GRS;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Agricultural Soils|Pasture;Mt CO2e/yr;1;NULL;;M
EN2O.ECP;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Bioenergy crops;Mt CO2e/yr;1;NULL;;M
EN2O.CRP;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops;Mt CO2e/yr;1;NULL;;M
EN2O.CGR;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Cereals|Maize;Mt CO2e/yr;1;NULL;;M
EN2O.RIC;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Cereals|Rice;Mt CO2e/yr;1;NULL;;M
EN2O.WHT;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Cereals|Temperate cereals;Mt CO2e/yr;1;NULL;;M
EN2O.CGR;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Cereals|Tropical cereals;Mt CO2e/yr;1;NULL;;M
EN2O.PFB;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Cotton seed;Mt CO2e/yr;1;NULL;;M
EN2O.OSD;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Groundnuts;Mt CO2e/yr;1;NULL;;M
EN2O.OSD;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Oilpalms;Mt CO2e/yr;1;NULL;;M
EN2O.OSD;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Other oil crops incl rapeseed;Mt CO2e/yr;1;NULL;;M
EN2O.OSD;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Soybean;Mt CO2e/yr;1;NULL;;M
EN2O.OSD;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Oil crops|Sunflower;Mt CO2e/yr;1;NULL;;M
EN2O.VFN;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Other crops|Fruits Vegetables Nuts;Mt CO2e/yr;1;NULL;;M
EN2O.OCR;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Other crops|Potatoes;Mt CO2e/yr;1;NULL;;M
EN2O.OCR;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Other crops|Pulses;Mt CO2e/yr;1;NULL;;M
EN2O.OCR;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Other crops|Tropical roots;Mt CO2e/yr;1;NULL;;M
EN2O.SGC;MtCO2e;Emissions|N2O_GWP100AR6|Land|Agriculture|Croparea|Crops|Sugar crops;Mt CO2e/yr;1;NULL;;M
AEMP_abs.AGR;million;Labor|Employment|Agricultural employment;mio people;1;NULL;;M
AEMP_abs.CRP;million;Labor|Employment|Agricultural employment|Crop products;mio people;1;NULL;;M
AEMP_abs.LSP;million;Labor|Employment|Agricultural employment|Livestock products;mio people;1;NULL;;M
AEMP_prcn.AGR;%;Labor|Employment|Share of working age population employed in agriculture;%;1;NULL;;M
AEMP_prcn.CRP;%;Labor|Employment|Share of working age population employed in agriculture|Crop products;%;1;NULL;;M
AEMP_prcn.LSP;%;Labor|Employment|Share of working age population employed in agriculture|Livestock products;%;1;NULL;;M
AWAG.AGR;USDMER05/h;Labor|Wages|Hourly labor costs;US$2017/h;0.8121;NULL;;M
AWAG.TOT;USDMER05/h;Labor|Wages|Hourly labor costs;US$2017/h;0.8121;NULL;;M
CALI.TOT;kcal/cap/d;Nutrition|Calorie Intake;kcal/capita/day;1;NULL;;M
CALI.AGR;kcal/cap/d;Nutrition|Calorie Intake|Crops;kcal/capita/day;1;NULL;;M
CALI.CRP;kcal/cap/d;Nutrition|Calorie Intake|Crops;kcal/capita/day;1;NULL;;M
CALI.FSH;kcal/cap/d;Nutrition|Calorie Intake|Fish;kcal/capita/day;1;NULL;;M
CALI.AGR;kcal/cap/d;Nutrition|Calorie Intake|Livestock products;kcal/capita/day;1;NULL;;M
CALI.LSP;kcal/cap/d;Nutrition|Calorie Intake|Livestock products;kcal/capita/day;1;NULL;;M
CALI.AGR;kcal/cap/d;Nutrition|Calorie Intake|Secondary products;kcal/capita/day;1;NULL;;M
CALI.CRP;kcal/cap/d;Nutrition|Calorie Intake|Secondary products;kcal/capita/day;1;NULL;;M
CALI.SGC;kcal/cap/d;Nutrition|Calorie Intake|Crops|Sugar crops;kcal/capita/day;1;NULL;;M
CALI.CGR;kcal/cap/d;Nutrition|Calorie Intake|Crops|Cereals|Maize;kcal/capita/day;1;NULL;;M
CALI.RIC;kcal/cap/d;Nutrition|Calorie Intake|Crops|Cereals|Rice;kcal/capita/day;1;NULL;;M
CALI.WHT;kcal/cap/d;Nutrition|Calorie Intake|Crops|Cereals|Temperate cereals;kcal/capita/day;1;NULL;;M
CALI.CGR;kcal/cap/d;Nutrition|Calorie Intake|Crops|Cereals|Tropical cereals;kcal/capita/day;1;NULL;;M
CALI.OSD;kcal/cap/d;Nutrition|Calorie Intake|Crops|Oil crops|Groundnuts;kcal/capita/day;1;NULL;;M
CALI.OSD;kcal/cap/d;Nutrition|Calorie Intake|Crops|Oil crops|Other oil crops incl rapeseed;kcal/capita/day;1;NULL;;M
CALI.OSD;kcal/cap/d;Nutrition|Calorie Intake|Crops|Oil crops|Soybean;kcal/capita/day;1;NULL;;M
CALI.OSD;kcal/cap/d;Nutrition|Calorie Intake|Crops|Oil crops|Sunflower;kcal/capita/day;1;NULL;;M
CALI.VFN;kcal/cap/d;Nutrition|Calorie Intake|Crops|Other crops|Fruits Vegetables Nuts;kcal/capita/day;1;NULL;;M
CALI.OCR;kcal/cap/d;Nutrition|Calorie Intake|Crops|Other crops|Potatoes;kcal/capita/day;1;NULL;;M
CALI.OCR;kcal/cap/d;Nutrition|Calorie Intake|Crops|Other crops|Pulses;kcal/capita/day;1;NULL;;M
CALI.OCR;kcal/cap/d;Nutrition|Calorie Intake|Crops|Other crops|Tropical roots;kcal/capita/day;1;NULL;;M
CALI.DRY;kcal/cap/d;Nutrition|Calorie Intake|Livestock products|Dairy;kcal/capita/day;1;NULL;;M
CALI.NRM;kcal/cap/d;Nutrition|Calorie Intake|Livestock products|Eggs;kcal/capita/day;1;NULL;;M
CALI.NRM;kcal/cap/d;Nutrition|Calorie Intake|Livestock products|Monogastric meat;kcal/capita/day;1;NULL;;M
CALI.NRM;kcal/cap/d;Nutrition|Calorie Intake|Livestock products|Poultry meat;kcal/capita/day;1;NULL;;M
CALI.RUM;kcal/cap/d;Nutrition|Calorie Intake|Livestock products|Ruminant meat;kcal/capita/day;1;NULL;;M
CALI.WHT;kcal/cap/d;Nutrition|Calorie Intake|Secondary products|Alcoholic beverages;kcal/capita/day;1;NULL;;M
CALI.CGR;kcal/cap/d;Nutrition|Calorie Intake|Secondary products|Brans;kcal/capita/day;1;NULL;;M
CALI.SGC;kcal/cap/d;Nutrition|Calorie Intake|Secondary products|Molasses;kcal/capita/day;1;NULL;;M
CALI.OSD;kcal/cap/d;Nutrition|Calorie Intake|Secondary products|Oils;kcal/capita/day;1;NULL;;M
CALI.SGC;kcal/cap/d;Nutrition|Calorie Intake|Secondary products|Sugar;kcal/capita/day;1;NULL;;M
CALO.TOT;kcal/cap/d;Nutrition|Calorie Supply;kcal/capita/day;1;NULL;;M
CALO.AGR;kcal/cap/d;Nutrition|Calorie Supply|Crops;kcal/capita/day;1;NULL;;M
CALO.CRP;kcal/cap/d;Nutrition|Calorie Supply|Crops;kcal/capita/day;1;NULL;;M
CALO.FSH;kcal/cap/d;Nutrition|Calorie Supply|Fish;kcal/capita/day;1;NULL;;M
CALO.AGR;kcal/cap/d;Nutrition|Calorie Supply|Livestock products;kcal/capita/day;1;NULL;;M
CALO.LSP;kcal/cap/d;Nutrition|Calorie Supply|Livestock products;kcal/capita/day;1;NULL;;M
CALO.AGR;kcal/cap/d;Nutrition|Calorie Supply|Secondary products;kcal/capita/day;1;NULL;;M
CALO.CRP;kcal/cap/d;Nutrition|Calorie Supply|Secondary products;kcal/capita/day;1;NULL;;M
CALO.SGC;kcal/cap/d;Nutrition|Calorie Supply|Crops|Sugar crops;kcal/capita/day;1;NULL;;M
CALO.CGR;kcal/cap/d;Nutrition|Calorie Supply|Crops|Cereals|Maize;kcal/capita/day;1;NULL;;M
CALO.RIC;kcal/cap/d;Nutrition|Calorie Supply|Crops|Cereals|Rice;kcal/capita/day;1;NULL;;M
CALO.WHT;kcal/cap/d;Nutrition|Calorie Supply|Crops|Cereals|Temperate cereals;kcal/capita/day;1;NULL;;M
CALO.CGR;kcal/cap/d;Nutrition|Calorie Supply|Crops|Cereals|Tropical cereals;kcal/capita/day;1;NULL;;M
CALO.OSD;kcal/cap/d;Nutrition|Calorie Supply|Crops|Oil crops|Groundnuts;kcal/capita/day;1;NULL;;M
CALO.OSD;kcal/cap/d;Nutrition|Calorie Supply|Crops|Oil crops|Other oil crops incl rapeseed;kcal/capita/day;1;NULL;;M
CALO.OSD;kcal/cap/d;Nutrition|Calorie Supply|Crops|Oil crops|Soybean;kcal/capita/day;1;NULL;;M
CALO.OSD;kcal/cap/d;Nutrition|Calorie Supply|Crops|Oil crops|Sunflower;kcal/capita/day;1;NULL;;M
